SEVERITY NAME,ISSUED BY,PROBLEM TYPE NAME,PROBLEM,SOLVED BY,CSR GROUP,ADDITIONAL INFO,SOLUTION,ACTUAL PROBLEM,SUPPORT TYPE,SUPPORT ZONE,ISSUED BY GROUP,SOLVED COMMENT,PLANCAT TYPE,,,
Full Service Affected,rojita.shrestha,Accounts Related Issue,Account extend request..,admin,Phone Support CSR,Auto close by sub tt:10269603,,Account extend request,Field Support,KAPAN,Phone Support CSR,req by client,ATL,,,
Full Service Affected,gaurav.pandey,Accounts Related Issue,Upgrade/Change Subscribed Pack..,admin,Phone Support CSR,Auto close by sub tt:10315014,,Upgrade/Change Subscribed Package,Field Support,KAPAN,Phone Support CSR,done and 3 days adjusted instead of refund ,ATL,,,
Full Service Affected,yashoda.acharya,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10377642,,ONU status offline,Field Support,KALDHARA,Account,,ATL,,,
Full Service Affected,saroj.paudel,General Inquiry,Manage cable..,admin,Phone Support CSR,Auto close by sub tt:10250936,,Manage cable,Field Support,URLABARI,Enterprise Support,,ATL,,,
Full Service Affected,nhujaha.maharjan,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10303563,,ONU status offline,Field Support,IMADOL,Field Support CSR,,ATL,,,
Full Service Affected,pradeep.katwal,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10227971,,ONU status offline,Field Support,PEPSICOLA,Field Support CSR,,ATL,,,
Full Service Affected,devchandra.bharati,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10306855,,ONU status offline,Field Support,KAPAN,Field Support CSR,,ATL,,,
Full Service Affected,buddha.majhi,Accounts Related Issue,Account Status Query..,admin,Phone Support CSR,Auto close by sub tt:10378433,,Account Status Query,Field Support,GATTHAGHAR,Phone Support CSR,,COMPLIMENTARY,,,
Full Service Affected,cyrus.pradhan,General Inquiry,Location shifting query..,anil.pariyar5,Field Team,Auto close by sub tt:10326880,,Location shifting query,Field Support,MANBHAWAN,Phone Support CSR,call trasfered to sales,COMPLIMENTARY,,,
Full Service Affected,rajesh.magar,General Inquiry,Client wants to upgrade to Bea..,rabin.pokhrel,Field Team,Auto close by sub tt:10257523,,Client wants to upgrade to Beacon,Field Support,MANBHAWAN,Field Support CSR,,ATL,,,
Full Service Affected,sangam.bhujel,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10352306,,ONU status offline,Field Support,REGION1-NBU1,Phone Support CSR,,ATL,,,
Full Service Affected,arati.lama,No Internet Connection (FTTH),No users online in Distributio..,admin,Phone Support CSR,Auto close by sub tt:10238249,,No users online in Distribution/GPON,Field Support,IMADOL,Phone Support CSR,,ATL,,,
Full Service Affected,rozin.maharjan,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10363184,,ONU status offline,Field Support,BAGAR,Phone Support CSR,,ATL,,,
Full Service Affected,soniya.chaudhary,IPTV Related Issues,Error Code 1417:Could not Fetc..,admin,Phone Support CSR,Auto close by sub tt:10367795,,Error Code 1417:Could not Fetch Data,Field Support,IMADOL,Phone Support CSR,old stb // clear cache done// factory reset done// may call again,ATL,,,
Full Service Affected,suyog.khawash,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,admin,Phone Support CSR,Auto close by sub tt:10256453,,Speed test fine. Slow experience on certain sites,Field Support,MANBHAWAN,Phone Support CSR,while pinging it seems fine client says she will check after sometime & may call again,ATL,,,
Full Service Affected,amir.shrestha1,IPTV Related Issues,NetTV bonus not added after pa..,admin,Phone Support CSR,Auto close by sub tt:10265385,,NetTV bonus not added after payment,Field Support,BAGAR,Phone Support CSR,,ATL,,,
Full Service Affected,preeti.maharjan,Accounts Related Issue,Dashain Offer..,admin,Phone Support CSR,Auto close by sub tt:10260378,,Dashain Offer,Field Support,PEPSICOLA,Sales Call Center,,ATL,,,
Limited Service,admin,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10414735,,ONU status offline,Field Support,BANSBARI,Phone Support CSR,,ATL,,,
Full Service Affected,sunil.maharjan,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10294804,,ONU status offline,Field Support,GATTHAGHAR,Branch Supervisor,,ATL,,,
Full Service Affected,amin.dangol,Accounts Related Issue,Upgrade/Change Subscribed Pack..,admin,Phone Support CSR,Auto close by sub tt:10250723,,Upgrade/Change Subscribed Package,Field Support,PEPSICOLA,Enterprise Marketing,call not received/ 9869163481/ call attempt 2 times,ATL,,,
Full Service Affected,anil.lama,No Internet Connection (FTTH),ONU status offline..,mudhan.thapa,Fiber O&M,Auto close by sub tt:10291754,,ONU status offline,Field Support,BIRGUNJ,Field Support CSR,,BTL,,,
Full Service Affected,hemant.karki,Accounts Related Issue,Payment Query..,bimal.danuwar2,Field Team,Auto close by sub tt:10289510,,Payment Query,Field Support,SALLAGHARI,Phone Support CSR,client want to know new installation beacon charge// with subscribe package only,ATL,,,
Full Service Affected,aashika.shahi,No Internet Connection (FTTH),Client can only connect limite..,bhusank.panday,Fiber O&M,Auto close by sub tt:10297746,,Client can only connect limited devices,Field Support,SALLAGHARI,Phone Support CSR,,ATL,,,
Full Service Affected,gautam.patel,No Internet Connection (FTTH),ONU status offline..,amrit.yogi,Field Team,Auto close by sub tt:10330807,,ONU status offline,Field Support,BIRGUNJ,Field Support CSR,,BTL,,,
Full Service Affected,uttam.rai,IPTV Related Issues,NETTV extend request..,sonu.dube,Fiber O&M,Auto close by sub tt:10279232,,NETTV extend request,Field Support,SALLAGHARI,Phone Support CSR,Now fine,ATL,,,
Full Service Affected,dipesh.chaudhary3,Accounts Related Issue,Account extend request..,bhusank.panday,Fiber O&M,Auto close by sub tt:10326919,,Account extend request,Field Support,SALLAGHARI,Phone Support CSR,suggested for payment//,ATL,,,
Limited Service,sagun.chaudhary,No Internet Connection (FTTH),No users online in Distributio..,lalbahadur.chaudhary,Field Team,Auto close by sub tt:10257241,,No users online in Distribution/GPON,Field Support,BIRTAMOD,Phone Support CSR,,BTL,,,
Full Service Affected,nirajan.khadka1,No Internet Connection (FTTH),No users online in Distributio..,bhusank.panday,Fiber O&M,Auto close by sub tt:10242907,,No users online in Distribution/GPON,Field Support,BALAJU,Phone Support CSR,,ATL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Everything seems slow at clien..,rajib.baitha,Fiber O&M,Auto close by sub tt:10369530,,Everything seems slow at client end devices.,Field Support,SATUNGAL,Phone Support CSR,extended.,ATL,,,
Full Service Affected,ishwor.shah,No Internet Connection (FTTH),ONU status offline..,rajkumar.chaudhary2,Fiber O&M,Auto close by sub tt:10270995,,ONU status offline,Field Support,DHOLAHITI,Phone Support CSR,,ATL,,,
Full Service Affected,gaurav.pandey,No Internet Connection (FTTH),ONU status offline..,bijay.chaudhary001,Field Team,Auto close by sub tt:10318440,,ONU status offline,Field Support,BALAJU,Phone Support CSR,,BTL,,,
Full Service Affected,gandharva.sudip,IPTV Related Issues,NetTV bonus not added after pa..,bishnu.khanal01,Field Support CSR,Auto close by sub tt:10322794,,NetTV bonus not added after payment,Field Support,SALLAGHARI,Phone Support CSR,clients have 1 day bonus //luncher refresh and stb box reboot,ATL,,,
Full Service Affected,rabi.rai,Accounts Related Issue,Payment Query..,bijay.chaudhary001,Field Team,Auto close by sub tt:10366120,,Payment Query,Field Support,NEWBANESHWOR,Phone Support CSR,,ATL,,,
Full Service Affected,gurung.ram,Accounts Related Issue,Upgrade/Change Subscribed Pack..,dev.mahato,Fiber O&M,Auto close by sub tt:10278620,,Upgrade/Change Subscribed Package,Field Support,KOTESHWOR,Sales Call Center,2nd time extend,ATL,,,
Full Service Affected,ambika.mahato,Accounts Related Issue,Online Payment Query..,bhusank.panday,Fiber O&M,Auto close by sub tt:10359135,,Online Payment Query,Field Support,BOUDDHA,Phone Support CSR,suggest for pay khalti app with benifits,ATL,,,
Full Service Affected,subedi.anil,IPTV Related Issues,Live tv has stopped working...,bhusank.panday,Fiber O&M,Auto close by sub tt:10260135,,Live tv has stopped working.,Field Support,KALIMATI,Field Support CSR,mistakenly open,ATL,,,
Full Service Affected,sanju.magar,IPTV Related Issues,Live tv has stopped working...,sabin.thapa2,Fiber O&M,Auto close by sub tt:10263495,,Live tv has stopped working.,Field Support,LEKHNATH,Phone Support CSR,client is unable to using remote//might be call  again ,BTL,,,
Full Service Affected,guna.gautam,Slow Internet Connection (FTTH),User connected at 2.4 Ghz..,mudhan.thapa,Fiber O&M,Auto close by sub tt:10272290,,User connected at 2.4 Ghz,Field Support,BALAJU,Phone Support CSR,slow issue///ping fine///speedtest fine///suggest client to connect at 5g///ping fine///speedtest fine//suggest client to do clear data of app and check////,ATL,,,
Full Service Affected,abhisek.thami,Accounts Related Issue,Query about Packages..,bhusank.panday,Fiber O&M,Auto close by sub tt:10290354,,Query about Packages,Field Support,BOUDDHA,Sales Call Center,,ATL,,,
Full Service Affected,roka.sachin,Slow Internet Connection (FTTH),User connected beyond at 2.4Gh..,suraj1.chaudhary,Field Team,Auto close by sub tt:10348845,,User connected beyond at 2.4Ghz coverage,Field Support,DHOLAHITI,Phone Support CSR,,ATL,,,
Full Service Affected,pabitra.lungeli,IPTV Related Issues,Manage cable for STB..,bishnu.khanal01,Field Support CSR,Auto close by sub tt:10260076,,Manage cable for STB,Field Support,NEWBANESHWOR,Phone Support CSR,,ATL,,,
Full Service Affected,manish.bogati,General Inquiry,Location shifting query..,babin.magar,Field Team,Auto close by sub tt:10393147,,Location shifting query,Field Support,DHOLAHITI,Phone Support CSR,Ticket with ticket id 7890166 is created.,,,,
,,,,,,,,,,,,,,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Too many users connected..,rajkumar.giri,D2D Marketing,Auto close by sub tt:10360559,,Too many users connected,Field Support,BALAJU,Phone Support CSR,,BTL,,,
Full Service Affected,vidhya.adhikari,No Internet Connection (FTTH),ONU status offline..,abishek.surkheti,Field Team,Auto close by sub tt:10378940,,ONU status offline,Field Support,DHOLAHITI,Phone Support CSR,,BTL,,,
Full Service Affected,suyog.khawash,General Inquiry,Query about Wi-fi SSID/passwor..,abishek.surkheti,Field Team,Auto close by sub tt:10369845,,Query about Wi-fi SSID/password,Field Support,BOUDDHA,Phone Support CSR,client had called from registered number so informed his current password,ATL,,,
Full Service Affected,ashok.bk,General Inquiry,Technical Query..,mudhan.thapa,Fiber O&M,Auto close by sub tt:10418786,,Technical Query,Field Support,BIRGUNJ,Phone Support CSR,call disconnection,ATL,,,
Full Service Affected,rai.sanam,Slow Internet Connection (FTTH),User connected beyond at 5Ghz ..,sabin.thapa2,Fiber O&M,Auto close by sub tt:10279471,,User connected beyond at 5Ghz coverage,Field Support,JANAKPUR,Phone Support CSR,,ATL,,,
Full Service Affected,nikhil.tuladhar,Accounts Related Issue,Account extend request..,dev.mahato,Fiber O&M,Auto close by sub tt:10317980,,Account extend request,Field Support,DAMAK,Phone Support CSR,,,,,
,,,,,,,,,,,,,,,,
Full Service Affected,nabina.maharjan,No Internet Connection (FTTH),ONU status offline..,dev.mahato,Fiber O&M,Auto close by sub tt:10310545,,ONU status offline,Field Support,BUTWAL,Phone Support CSR,,ATL,,,
Full Service Affected,nishant.sunuwar,Slow Internet Connection (FTTH),User connected in bad RSSI..,sonu.dube,Fiber O&M,Auto close by sub tt:10286246,,User connected in bad RSSI,Field Support,BIRGUNJ,Phone Support Follow up Team,,ATL,,,
Full Service Affected,aayush.bajracharya,Accounts Related Issue,Account extend request..,bhusank.panday,Fiber O&M,Auto close by sub tt:10289906,,Account extend request,Field Support,NEWBANESHWOR,Phone Support Follow up Team,extend from app,ATL,,,
Full Service Affected,rashim.bhandari,No Internet Connection (FTTH),Idle Connection..,bhusank.panday,Fiber O&M,Auto close by sub tt:10290129,,Idle Connection,Field Support,NEWBANESHWOR,Phone Support CSR,no user connected . call disconnect,ATL,,,
Full Service Affected,pawan.bagale,Online Gaming Issue,PUBG Mobile..,sunil.yadav01,Fiber O&M,Auto close by sub tt:10339788,,PUBG Mobile,Field Support,SYANGJA,Phone Support CSR,,ATL,,,
Full Service Affected,karun.chhetri,Accounts Related Issue,Upgrade/Change Subscribed Pack..,rajkumar.chaudhary2,Fiber O&M,Auto close by sub tt:10276295,,Upgrade/Change Subscribed Package,Field Support,BANSBARI,Phone Support CSR,plan shifted done/will pay today .,ATL,,,
Full Service Affected,suraj.magar,Accounts Related Issue,Account extend request..,bijay.chaudhary001,Field Team,Auto close by sub tt:10316706,,Account extend request,Field Support,KAPAN,Phone Support CSR,wrong ticket,ATL,,,
Full Service Affected,bk.kushal,Accounts Related Issue,Account Status Query..,ashwin.khatri,Field Team,Auto close by sub tt:10375733,,Account Status Query,Field Support,KIRTIPUR,Phone Support CSR,accout extended for 3 day,ATL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Everything seems slow at clien..,lal.mani,Field Team,Auto close by sub tt:10301314,,Everything seems slow at client end devices.,Field Support,KAPAN,Phone Support CSR,onu offline,ATL,,,
Full Service Affected,gangaram.kingring,IPTV Related Issues,NET TV mobile app related..,lucky.chaudhary,Fiber O&M,Auto close by sub tt:10295524,,NET TV mobile app related,Field Support,GATTHAGHAR,Phone Support CSR,,ATL,,,
Full Service Affected,balkrishna.thami,General Inquiry,Location shifting query..,lalbahadur.chaudhary,Field Team,Auto close by sub tt:10274247,,Location shifting query,Field Support,GATTHAGHAR,Phone Support CSR,,BTL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Low power level recorded [< -2..,sanjay.bk,Field Team,Auto close by sub tt:10423244,,Low power level recorded [< -26 dbm],Field Support,CHITWAN,Phone Support CSR,"Current Rx Power	-21.366Current Rx Power	-21.366",BTL,,,
Full Service Affected,saloni.shrestha,Accounts Related Issue,Payment Query..,bhusank.panday,Fiber O&M,Auto close by sub tt:10290279,,Payment Query,Field Support,KALDHARA,Phone Support CSR,,BTL,,,
Full Service Affected,tamang.sonam,No Internet Connection (FTTH),ONU status offline..,bishnu.khanal01,Field Support CSR,Auto close by sub tt:10259648,,ONU status offline,Field Support,MANBHAWAN,Phone Support CSR,,ATL,,,
Full Service Affected,riya.pantha,No Internet Connection (FTTH),ONU status offline..,sonu.dube,Fiber O&M,Auto close by sub tt:10277634,,ONU status offline,Field Support,KALDHARA,Phone Support CSR,,ATL,,,
Full Service Affected,keshav.datt,Accounts Related Issue,IPTV Related Issues...,sonu.dube,Fiber O&M,Auto close by sub tt:10305942,,IPTV Related Issues.,Field Support,MANBHAWAN,Phone Support CSR,,ATL,,,
Full Service Affected,deepika.chaurel,Accounts Related Issue,Payment Query..,sonu.dube,Fiber O&M,Auto close by sub tt:10375787,,Payment Query,Field Support,CHITWAN,Phone Support CSR,,ATL,,,
Full Service Affected,sumana.maharjan,Accounts Related Issue,Payment Query..,bhusank.panday,Fiber O&M,Auto close by sub tt:10323588,,Payment Query,Field Support,CHITWAN,Phone Support CSR,informed accordingly// about refundable deposit//,BTL,,,
Full Service Affected,ramesh.adhikari,No Internet Connection (FTTH),ONU status offline..,bhusank.panday,Fiber O&M,Auto close by sub tt:10242957,,ONU status offline,Field Support,CHITWAN,Field Support CSR,,BTL,,,
Full Service Affected,ranjit.phoju,IPTV Related Issues,Blank Screen / No Signal..,ram.stha,Fiber,Auto close by sub tt:10404444,,Blank Screen / No Signal,Field Support,BANEPA,Field Support CSR,viber support done.,ATL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Difference between OLT Rx and ..,naresh.kumar,Field Team,Auto close by sub tt:10370147,,Difference between OLT Rx and Onu Rx is > 5dbm,Field Support,REGION6-NBU2,Phone Support CSR,,BTL,,,
